date,hora,onibus,linha,lat,lon,vel
10-07-2014,00:00:06,C475490,348.0,-22.960329,-43.391193,46.0
10-07-2014,00:00:06,C475620,368.0,-22.937731,-43.335243,28.0
10-07-2014,00:00:06,C47591,0,-22.952276,-43.349499,0.0
10-07-2014,00:00:06,C47675,0,-22.951969,-43.349258,0.0
10-07-2014,00:00:06,C47737,0,-22.953123,-43.349865,0.0
10-07-2014,00:00:06,C47798,0,-22.952635,-43.349529,0.0
10-07-2014,00:00:06,C878070,2333.0,-23.01318,-43.540279,0.0
10-07-2014,00:00:06,C878100,2329.0,-23.01325,-43.54039,0.0
10-07-2014,00:00:06,D58538,0,-22.875725,-43.419231,0.0
10-07-2014,00:00:06,D58557,0,-22.87619,-43.419792,0.0
10-07-2014,00:00:06,D870410,898.0,-22.915609,-43.683479,0.0
10-07-2014,00:00:06,D872520,839.0,-22.916679,-43.607811,0.0
10-07-2014,00:00:06,D87774,0,-22.91641,-43.608421,1.0
10-07-2014,00:00:06,D90008,0,-22.92264,-43.65625,59.0
10-07-2014,00:00:06,D905870,2331.0,-22.9077,-43.185211,0.0
10-07-2014,00:00:07,A48122,0,-22.910879,-43.270252,0.37
10-07-2014,00:00:07,B100540,328.0,-22.8154,-43.1873,0.0
10-07-2014,00:00:07,B105090,627.0,-22.8684,-43.2571,0.0
10-07-2014,00:00:07,B105230,680.0,-22.868,-43.2573,0.0
10-07-2014,00:00:07,B255480,232.0,-22.9115,-43.1748,25.0
10-07-2014,00:00:07,B270940,265.0,-22.8194,-43.3097,0.0
10-07-2014,00:00:07,B325850,615.0,-22.8796,-43.2709,41.0
10-07-2014,00:00:07,B581480,628.0,-22.8369,-43.2863,0.0
10-07-2014,00:00:07,C13045,0,-22.880556,-43.357342,0.0
10-07-2014,00:00:07,C20123,0,-22.956909,-43.345959,0.0
10-07-2014,00:00:07,C27028,0,-22.817221,-43.30159,0.0
10-07-2014,00:00:07,C30074,0,-22.87973,-43.357162,0.0
10-07-2014,00:00:07,C30127,0,-22.950233,-43.347797,0.0
10-07-2014,00:00:07,C30217,0,-22.880154,-43.358185,0.0
10-07-2014,00:00:07,C426240,667.0,-22.8962,-43.30978,47.0
10-07-2014,00:00:07,C47551,0,-22.948895,-43.348194,37.0
10-07-2014,00:00:07,C47580,0,-22.945515,-43.344028,0.0
10-07-2014,00:00:07,C47829,0,-22.951984,-43.349842,0.0
10-07-2014,00:00:07,C47850,0,-22.952164,-43.349976,0.0
10-07-2014,00:00:07,C47926,0,-22.952566,-43.348221,0.0
10-07-2014,00:00:07,C500330,302.0,-22.929817,-43.253506,3.15
10-07-2014,00:00:07,C515120,371.0,-22.894918,-43.349781,10.0
10-07-2014,00:00:07,D58519,0,-22.875813,-43.419376,0.0
10-07-2014,00:00:07,D58710,0,-22.87615,-43.419468,2.22
10-07-2014,00:00:07,D871590,804.0,-22.91654,-43.608002,0.0
10-07-2014,00:00:07,D873520,398.0,-22.8617,-43.410912,66.0
10-07-2014,00:00:07,D878760,2339.0,-22.91736,-43.607201,0.0
10-07-2014,00:00:07,D878860,2336.0,-22.914459,-43.60416,43.0
10-07-2014,00:00:08,A291820,474.0,-22.89423,-43.263302,0.0
10-07-2014,00:00:08,A414380,127.0,-22.875187,-43.240463,0.37
10-07-2014,00:00:08,B10044,0,-22.7892,-43.1618,0.0
10-07-2014,00:00:08,B100990,634.0,-22.9268,-43.234,0.0
10-07-2014,00:00:08,B101480,910.0,-22.8477,-43.254,33.0
10-07-2014,00:00:08,B11720,0,-22.812,-43.3729,1.67
10-07-2014,00:00:08,B195400,376.0,-22.8365,-43.3256,29.0
10-07-2014,00:00:08,B285890,696.0,-22.7946,-43.2018,19.0
10-07-2014,00:00:08,B286050,925.0,-22.8144,-43.189,65.0
10-07-2014,00:00:08,B31110,0,-22.8737,-43.2437,35.93
10-07-2014,00:00:08,B325350,687.0,-22.806,-43.3627,0.0
10-07-2014,00:00:08,B446410,676.0,-22.8401,-43.2817,15.0
10-07-2014,00:00:08,B516280,917.0,-22.886,-43.3973,51.0
10-07-2014,00:00:08,B516470,624.0,-22.8819,-43.295,33.0
10-07-2014,00:00:08,B550550,292.0,-22.906,-43.2612,0.0
10-07-2014,00:00:08,B731060,350.0,-22.8106,-43.3431,0.0
10-07-2014,00:00:08,B756120,355.0,-22.8668,-43.3347,40.0
10-07-2014,00:00:08,C13003,0,-22.885231,-43.353004,34.0
10-07-2014,00:00:08,C13067,0,-22.880552,-43.358261,0.0
10-07-2014,00:00:08,C200430,601.0,-22.93165,-43.373539,36.0
10-07-2014,00:00:08,C270290,774.0,-22.816919,-43.301399,0.0
10-07-2014,00:00:08,C30051,0,-22.879866,-43.357056,0.0
10-07-2014,00:00:08,C30053,0,-22.879366,-43.357075,0.0
10-07-2014,00:00:08,C302230,550.0,-23.008476,-43.303638,0.0
10-07-2014,00:00:08,C30258,0,-22.951227,-43.348656,0.0
10-07-2014,00:00:08,C302810,886.0,-22.950394,-43.347893,0.0
10-07-2014,00:00:08,C446270,782.0,-22.86079,-43.355679,0.0
10-07-2014,00:00:08,C44679,0,-22.861,-43.356461,0.0
10-07-2014,00:00:08,C878450,2329.0,-23.0016,-43.3274,47.0
10-07-2014,00:00:08,D132150,803.0,-22.87892,-43.491581,0.0
10-07-2014,00:00:08,D870970,366.0,-22.91773,-43.607891,0.0
10-07-2014,00:00:08,D872370,893.0,-22.906771,-43.5844,57.0
10-07-2014,00:00:08,D872900,833.0,-22.91853,-43.607208,0.0
10-07-2014,00:00:08,D873190,813.0,-22.88431,-43.644169,0.0
10-07-2014,00:00:08,D877780,2339.0,-22.877609,-43.53455,74.0
10-07-2014,00:00:09,A502040,603.0,-22.926052,-43.235062,2.41
10-07-2014,00:00:09,A550080,464.0,-22.90904,-43.203461,56.0
10-07-2014,00:00:09,A720210,422.0,-22.888948,-43.292286,0.0
10-07-2014,00:00:09,B100140,910.0,-22.8155,-43.1873,0.0
10-07-2014,00:00:09,B11588,0,-22.866,-43.3571,0.0
10-07-2014,00:00:09,B28568,0,-22.8152,-43.1885,0.0
10-07-2014,00:00:09,B287160,2343.0,-22.8254,-43.1698,18.0
10-07-2014,00:00:09,B327190,298.0,-22.9078,-43.1986,48.0
10-07-2014,00:00:09,B44665,0,-22.8608,-43.3563,3.0
10-07-2014,00:00:09,B580960,625.0,-22.8642,-43.2565,50.0
10-07-2014,00:00:09,B581870,673.0,-22.8368,-43.2857,0.0
10-07-2014,00:00:09,C13056,0,-22.879879,-43.356716,0.0
10-07-2014,00:00:09,C200890,390.0,-22.91387,-43.237011,27.0
10-07-2014,00:00:09,C202150,611.0,-22.95726,-43.346298,0.0
10-07-2014,00:00:09,C27017,SV7740,-22.81139,-43.320839,8.0
10-07-2014,00:00:09,C270580,940.0,-22.81727,-43.30159,0.0
10-07-2014,00:00:09,C301310,810.0,-22.984837,-43.489796,42.0
10-07-2014,00:00:09,C30156,0,-22.951078,-43.347813,0.0
10-07-2014,00:00:09,C30267,0,-22.950239,-43.348267,0.0
10-07-2014,00:00:09,C47548,0,-22.953144,-43.349804,0.0
10-07-2014,00:00:09,C47552,0,-22.951675,-43.348595,0.0
10-07-2014,00:00:09,C47569,0,-22.952971,-43.349983,0.0
10-07-2014,00:00:09,C47680,0,-22.952181,-43.349239,0.0
10-07-2014,00:00:09,C47892,0,-22.952221,-43.348236,0.0
10-07-2014,00:00:09,C47936,0,-22.952705,-43.349388,0.0
10-07-2014,00:00:09,C47971,0,-22.952511,-43.34824,0.0
10-07-2014,00:00:09,C51575,0,-22.876335,-43.368458,0.0
10-07-2014,00:00:09,C878040,2333.0,-23.01313,-43.540619,0.0
10-07-2014,00:00:09,C878430,2333.0,-23.012871,-43.541119,0.0
10-07-2014,00:00:09,D13191,0,-22.933451,-43.372383,8.0
10-07-2014,00:00:09,D867300,2381.0,-22.893867,-43.532055,0.0
10-07-2014,00:00:09,D870680,398.0,-22.90082,-43.561241,0.0
10-07-2014,00:00:09,D872890,833.0,-22.901291,-43.560711,0.0
10-07-2014,00:00:09,D874420,822.0,-22.91913,-43.60817,34.0
10-07-2014,00:00:09,D877720,2339.0,-22.917879,-43.608181,0.0
10-07-2014,00:00:09,D877920,2336.0,-22.91757,-43.607731,4.0
10-07-2014,00:00:09,D878370,2335.0,-22.917259,-43.608311,0.0
10-07-2014,00:00:09,D900140,750.0,-22.940189,-43.685341,34.0
10-07-2014,00:00:09,D90030,SV8580,-22.91918,-43.643742,0.0
10-07-2014,00:00:09,D90091,0,-22.919121,-43.644588,0.0
10-07-2014,00:00:10,A290400,473.0,-22.868561,-43.29105,0.0
10-07-2014,00:00:10,A290780,474.0,-22.86776,-43.291321,0.0
10-07-2014,00:00:10,A551080,434.0,-22.90613,-43.26059,0.0
10-07-2014,00:00:10,B105610,630.0,-22.9192,-43.2391,48.0
10-07-2014,00:00:10,B27040,SVA9050,-22.8249,-43.3326,0.0
10-07-2014,00:00:10,B270450,639.0,-22.8172,-43.3019,0.0
10-07-2014,00:00:10,B270870,639.0,-22.9235,-43.2347,0.0
10-07-2014,00:00:10,B285200,324.0,-22.8156,-43.1888,32.0
10-07-2014,00:00:10,B285230,326.0,-22.8157,-43.1884,0.0
10-07-2014,00:00:10,B285570,326.0,-22.8158,-43.1877,0.0
10-07-2014,00:00:10,B285650,696.0,-22.8827,-43.2539,12.0
10-07-2014,00:00:10,B285840,326.0,-22.9093,-43.1726,0.0
10-07-2014,00:00:10,B286000,324.0,-22.8186,-43.1849,35.0
10-07-2014,00:00:10,B31076,0,-22.8045,-43.3093,0.0
10-07-2014,00:00:10,B446570,638.0,-22.8608,-43.3556,0.0
10-07-2014,00:00:10,B515690,917.0,-22.8773,-43.3663,50.0
10-07-2014,00:00:10,B580700,621.0,-22.8675,-43.257,37.0
10-07-2014,00:00:10,B600500,386.0,-22.8152,-43.3868,0.0
10-07-2014,00:00:10,B60093,0,-22.8147,-43.3864,0.0
10-07-2014,00:00:10,B601020,947.0,-22.8153,-43.3869,0.0
10-07-2014,00:00:10,C13001,0,-22.880276,-43.357906,0.0
10-07-2014,00:00:10,C13125,0,-22.880041,-43.358231,0.0
10-07-2014,00:00:10,C200730,390.0,-22.94109,-43.341888,32.0
10-07-2014,00:00:10,C200970,601.0,-22.924351,-43.253769,45.0
10-07-2014,00:00:10,C270040,940.0,-22.83157,-43.328449,37.0
10-07-2014,00:00:10,C27120,SV7740,-22.816891,-43.302101,0.0
10-07-2014,00:00:10,C27122,SV7740,-22.81695,-43.301529,0.0
10-07-2014,00:00:10,C30016,0,-22.9501,-43.348186,0.0
10-07-2014,00:00:10,C30150,0,-22.950441,-43.34824,0.0
10-07-2014,00:00:10,C30238,0,-22.951855,-43.34803,0.0
10-07-2014,00:00:10,C303230,343.0,-22.943626,-43.340584,20.0
10-07-2014,00:00:10,C414010,309.0,-22.857466,-43.244335,0.0
10-07-2014,00:00:10,C446080,721.0,-22.88142,-43.325401,0.0
10-07-2014,00:00:10,C475050,525.0,-22.95256,-43.348766,0.0
10-07-2014,00:00:10,C47556,0,-22.951815,-43.348354,0.0
10-07-2014,00:00:10,C47656,0,-22.952911,-43.348499,0.0
10-07-2014,00:00:10,C47691,0,-22.951614,-43.348778,0.0
10-07-2014,00:00:10,C47726,0,-22.953012,-43.349751,0.0
10-07-2014,00:00:10,C47874,0,-22.945982,-43.344116,0.0
10-07-2014,00:00:10,C505020,2330.0,-22.929312,-43.253914,1.67
10-07-2014,00:00:10,D131860,803.0,-22.879957,-43.49287,12.0
10-07-2014,00:00:10,D863420,918.0,-22.894405,-43.532829,0.0
10-07-2014,00:00:10,D870850,366.0,-22.91659,-43.607868,0.0
10-07-2014,00:00:10,D871260,821.0,-22.90205,-43.560009,0.0
10-07-2014,00:00:10,D871270,869.0,-22.895741,-43.611889,10.0
10-07-2014,00:00:10,D871540,893.0,-22.917801,-43.608059,0.0
10-07-2014,00:00:10,D874030,869.0,-22.896,-43.612099,0.0
10-07-2014,00:00:10,D874310,849.0,-22.916309,-43.624199,40.0
10-07-2014,00:00:10,D875350,898.0,-22.92193,-43.691898,10.0
10-07-2014,00:00:11,A275850,222.0,-22.919941,-43.25655,0.0
10-07-2014,00:00:11,A291800,210.0,-22.900801,-43.224461,0.0
10-07-2014,00:00:11,A502220,220.0,-22.928963,-43.254536,0.0
10-07-2014,00:00:11,A550390,464.0,-22.90597,-43.260502,0.0
10-07-2014,00:00:11,B100760,924.0,-22.8152,-43.1876,0.0
10-07-2014,00:00:11,B104090,2342.0,-22.8153,-43.1874,0.0
10-07-2014,00:00:11,B196060,665.0,-22.8106,-43.3424,0.0
10-07-2014,00:00:11,B255730,232.0,-22.9097,-43.2059,9.0
10-07-2014,00:00:11,B325240,795.0,-22.879,-43.4095,15.0
10-07-2014,00:00:11,B32700,SV3420,-22.8273,-43.2744,77.0
10-07-2014,00:00:11,B42565,0,-22.8766,-43.3302,0.0
10-07-2014,00:00:11,B42569,0,-22.8765,-43.3302,10.0
10-07-2014,00:00:11,B425850,277.0,-22.8979,-43.2176,10.0
10-07-2014,00:00:11,B515030,265.0,-22.8773,-43.3684,0.0
10-07-2014,00:00:11,B51526,0,-22.8768,-43.3686,0.0
10-07-2014,00:00:11,B551230,292.0,-22.9226,-43.2641,0.0
10-07-2014,00:00:11,B600770,385.0,-22.9004,-43.2084,11.0
10-07-2014,00:00:11,B756550,344.0,-22.852,-43.3536,0.0
10-07-2014,00:00:11,C210060,314.0,-22.967648,-43.178238,48.52
10-07-2014,00:00:11,C30014,0,-22.879814,-43.356972,0.0
10-07-2014,00:00:11,C47535,0,-22.952812,-43.348522,0.0
10-07-2014,00:00:11,C475440,861.0,-22.926992,-43.373489,23.0
10-07-2014,00:00:11,C47574,0,-22.945261,-43.344254,0.0
10-07-2014,00:00:11,C476250,863.0,-22.954308,-43.354755,34.0
10-07-2014,00:00:11,C47946,0,-22.952711,-43.348354,0.0
10-07-2014,00:00:11,D131620,803.0,-22.887117,-43.390438,0.0
10-07-2014,00:00:11,D861090,843.0,-22.89406,-43.533413,0.0
10-07-2014,00:00:11,D861840,835.0,-22.894026,-43.533512,0.0
10-07-2014,00:00:11,D870280,366.0,-22.91396,-43.598652,43.0
10-07-2014,00:00:11,D871610,898.0,-22.91951,-43.608318,0.0
10-07-2014,00:00:11,D871910,398.0,-22.907761,-43.184212,26.0
10-07-2014,00:00:11,D872750,825.0,-22.91851,-43.607712,0.0
10-07-2014,00:00:11,D87381,0,-22.964899,-43.647469,0.0
10-07-2014,00:00:11,D875300,804.0,-22.92009,-43.642502,25.0
10-07-2014,00:00:11,D877370,2339.0,-22.819281,-43.31015,80.0
10-07-2014,00:00:11,D90059,0,-22.90539,-43.709888,0.0
10-07-2014,00:00:12,A290070,474.0,-22.86887,-43.292561,0.0
10-07-2014,00:00:12,A375170,154.0,-22.902069,-43.19706,0.0
10-07-2014,00:00:12,A375510,155.0,-22.90247,-43.19656,3.0
10-07-2014,00:00:12,A375900,538.0,-22.903521,-43.198029,20.0
10-07-2014,00:00:12,A412110,121.0,-22.875431,-43.241505,0.19
10-07-2014,00:00:12,A551600,435.0,-22.919319,-43.26207,10.0
10-07-2014,00:00:12,A720270,422.0,-22.890055,-43.291847,0.19
10-07-2014,00:00:12,B101340,910.0,-22.8109,-43.1884,23.0
10-07-2014,00:00:12,B105170,627.0,-22.8677,-43.2572,0.0
10-07-2014,00:00:12,B25540,SP2490,-22.9024,-43.2986,0.0
10-07-2014,00:00:12,B285130,326.0,-22.8159,-43.1883,0.0
10-07-2014,00:00:12,B285440,696.0,-22.7985,-43.1881,32.0
10-07-2014,00:00:12,B286010,616.0,-22.8156,-43.1879,5.0
10-07-2014,00:00:12,B286080,925.0,-22.8158,-43.1883,0.0
10-07-2014,00:00:12,B325450,946.0,-22.8196,-43.3534,65.0
10-07-2014,00:00:12,B326550,296.0,-22.9074,-43.1686,0.0
10-07-2014,00:00:12,B326790,946.0,-22.8653,-43.2926,3.0
10-07-2014,00:00:12,B446170,638.0,-22.9158,-43.2353,7.0
10-07-2014,00:00:12,B51540,0,-22.8764,-43.3681,0.0
