X,Y
0.977432,0.816786
0.925417,0.989502
0.937612,0.940944
0.993664,0.948407
0.821335,0.959522
0.96305,0.855037
0.904349,0.960467
0.854848,0.814846
0.942525,0.938838
0.953876,0.999907
0.997544,0.872484
0.939373,0.955485
0.88914,0.816345
0.83817,0.85647
0.981086,0.984612
0.955371,0.909399
0.874964,0.708519
0.9526,0.963472
0.98568,0.87809
0.925066,0.920516
0.937768,0.962971
0.902319,0.840433
0.826206,0.913178
0.909525,0.891883
0.986546,0.860047
0.980263,0.881856
0.900009,0.893276
0.898412,0.888304
0.842988,0.894045
0.982829,0.907307
0.941472,0.789286
0.959571,0.840711
0.947661,0.903275
0.880758,0.976084
0.975605,0.92222
0.851205,0.96429
0.907234,0.945971
0.998658,0.963547
0.946941,0.898542
0.888654,0.918593
0.908406,0.932373
0.959396,0.825653
0.966355,0.973696
0.953222,0.843165
0.994384,0.954736
0.865107,0.826062
0.926041,0.986625
0.93365,0.902956
0.785919,0.982151
0.973176,0.975556
0.897214,0.960047
0.973024,0.872452
0.908159,0.827032
0.868236,0.998676
0.94255,0.9037
0.82692,0.96912
0.966428,0.937629
0.868849,0.985786
0.839314,0.908156
0.943527,0.994386
0.881165,0.952801
0.926706,0.798199
0.929064,0.744446
0.951144,0.970268
0.903421,0.940237
0.837146,0.929982
0.968908,0.919274
0.913214,0.868176
0.967037,0.931432
0.855895,0.938175
0.953392,0.942925
0.953638,0.867104
0.980327,0.91239
0.876226,0.919595
0.898452,0.880197
0.918016,0.92396
0.97487,0.871115
0.964504,0.963539
0.98732,0.927143
0.954057,0.936971
0.898858,0.991116
0.851355,0.824767
0.917124,0.996644
0.907053,0.893298
0.902018,0.929774
0.937111,0.884689
0.963043,0.904659
0.784941,0.922914
0.927754,0.993848
0.855795,0.888631
0.892873,0.92997
0.981661,0.93801
